id,name,level,exp,maxHP,maxMP,accuracy,evasion,speed,boss,summonType,paDamage,maDamage,pdr,mdr,push,hpRecovery,mpRecovery,publicReward,_url,_meta_raw
9300075,Skelegon 1 in Cave,110,1500,80000,240,210,38,-20,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300075,"{""isBodyAttack"": true, ""level"": 110, ""maxHP"": 80000, ""maxMP"": 240, ""speed"": -20, ""physicalDamage"": 520, ""physicalDefense"": 800, ""magicDamage"": 660, ""magicDefense"": 700, ""accuracy"": 210, ""evasion"": 38, ""exp"": 1500, ""isUndead"": true, ""minimumPushDamage"": 5000, ""elementalAttributes"": ""H3"", ""summonType"": 1, ""revivesMonsterId"": [], ""hideName"": true}"
9300076,Skelegon 2 in Cave,110,1500,80000,240,210,38,-20,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300076,"{""isBodyAttack"": true, ""level"": 110, ""maxHP"": 80000, ""maxMP"": 240, ""speed"": -20, ""physicalDamage"": 520, ""physicalDefense"": 800, ""magicDamage"": 660, ""magicDefense"": 700, ""accuracy"": 210, ""evasion"": 38, ""exp"": 1500, ""isUndead"": true, ""minimumPushDamage"": 5000, ""elementalAttributes"": ""H3"", ""summonType"": 1, ""revivesMonsterId"": [], ""hideName"": true}"
9300077,T-Skelegon in Cave,113,1500,85000,250,210,38,-20,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300077,"{""isBodyAttack"": true, ""level"": 113, ""maxHP"": 85000, ""maxMP"": 250, ""speed"": -20, ""physicalDamage"": 530, ""physicalDefense"": 810, ""magicDamage"": 670, ""magicDefense"": 710, ""accuracy"": 210, ""evasion"": 38, ""exp"": 1500, ""isUndead"": true, ""minimumPushDamage"": 5000, ""elementalAttributes"": ""H3"", ""summonType"": 1, ""revivesMonsterId"": [], ""hideName"": true}"
9300078,Jr. Newtie in Cave,105,1250,68000,200,205,38,0,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300078,"{""isBodyAttack"": true, ""level"": 105, ""maxHP"": 68000, ""maxMP"": 200, ""speed"": 0, ""physicalDamage"": 500, ""physicalDefense"": 750, ""magicDamage"": 550, ""magicDefense"": 680, ""accuracy"": 205, ""evasion"": 38, ""exp"": 1250, ""isUndead"": false, ""minimumPushDamage"": 100, ""summonType"": 1, ""revivesMonsterId"": [], ""isAutoAggro"": true, ""hideName"": true}"
9300079,Nest Golem in Cave,110,1500,80000,240,210,38,-50,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300079,"{""isBodyAttack"": true, ""level"": 110, ""maxHP"": 80000, ""maxMP"": 240, ""speed"": -50, ""physicalDamage"": 580, ""physicalDefense"": 900, ""magicDamage"": 650, ""magicDefense"": 600, ""accuracy"": 210, ""evasion"": 38, ""exp"": 1500, ""isUndead"": false, ""minimumPushDamage"": 5000, ""summonType"": 1, ""revivesMonsterId"": [], ""hideName"": true}"
9300080,Kru,68,265,13000,100,130,26,0,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300080,"{""isBodyAttack"": true, ""level"": 68, ""maxHP"": 13000, ""maxMP"": 100, ""speed"": 0, ""physicalDamage"": 210, ""physicalDefense"": 190, ""magicDamage"": 290, ""magicDefense"": 270, ""accuracy"": 130, ""evasion"": 26, ""exp"": 265, ""isUndead"": false, ""minimumPushDamage"": 2000, ""summonType"": 1, ""revivesMonsterId"": [], ""hideName"": true}"
9300081,Flyeye,8,10,80,30,40,1,,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300081,"{""isBodyAttack"": true, ""level"": 8, ""maxHP"": 80, ""maxMP"": 30, ""flySpeed"": -40, ""physicalDamage"": 25, ""physicalDefense"": 5, ""magicDamage"": 0, ""magicDefense"": 30, ""accuracy"": 40, ""evasion"": 1, ""exp"": 10, ""isUndead"": false, ""minimumPushDamage"": 0, ""summonType"": 1, ""revivesMonsterId"": [], ""hideName"": true}"
9300082,Stirge,6,22,60,20,40,3,,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300082,"{""isBodyAttack"": true, ""level"": 6, ""maxHP"": 60, ""maxMP"": 20, ""flySpeed"": -33, ""physicalDamage"": 22, ""physicalDefense"": 5, ""magicDamage"": 0, ""magicDefense"": 20, ""accuracy"": 40, ""evasion"": 3, ""exp"": 22, ""isUndead"": false, ""minimumPushDamage"": 0, ""summonType"": 1, ""revivesMonsterId"": [], ""hideName"": true}"
9300083,Goblin Fire,11,22,155,40,40,3,,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300083,"{""isBodyAttack"": true, ""level"": 11, ""maxHP"": 155, ""maxMP"": 40, ""flySpeed"": -60, ""physicalDamage"": 35, ""physicalDefense"": 10, ""magicDamage"": 0, ""magicDefense"": 40, ""accuracy"": 40, ""evasion"": 3, ""exp"": 22, ""isUndead"": false, ""minimumPushDamage"": 0, ""summonType"": 1, ""revivesMonsterId"": [], ""hideName"": true}"
9300084,Deathly Fear,43,340,6500,0,120,18,-30,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300084,"{""isBodyAttack"": true, ""level"": 43, ""maxHP"": 6500, ""maxMP"": 0, ""speed"": -30, ""physicalDamage"": 130, ""physicalDefense"": 70, ""magicDamage"": 0, ""magicDefense"": 470, ""accuracy"": 120, ""evasion"": 18, ""exp"": 340, ""isUndead"": false, ""minimumPushDamage"": 200, ""elementalAttributes"": ""I2L2F2H2"", ""summonType"": 1, ""revivesMonsterId"": [], ""linksToOtherMob"": 4230107}"
9300085,Jr. Balrog in Another World,80,2000,50000,500,150,30,-20,,0,,,,,,100,5,,https://maplestory.io/api/GMS/83/mob/9300085,"{""isBodyAttack"": true, ""level"": 80, ""maxHP"": 50000, ""maxMP"": 500, ""speed"": -20, ""physicalDamage"": 450, ""physicalDefense"": 420, ""magicDamage"": 605, ""magicDefense"": 450, ""accuracy"": 150, ""evasion"": 30, ""exp"": 2000, ""isUndead"": false, ""minimumPushDamage"": 3000, ""hpRecovery"": 100, ""mpRecovery"": 5, ""elementalAttributes"": ""S1H3"", ""summonType"": 0, ""revivesMonsterId"": [], ""linksToOtherMob"": 8130100, ""isBoss"": true}"
9300086,The Elemental Thanatos,108,4100,70000,300,210,38,-50,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300086,"{""isBodyAttack"": true, ""level"": 108, ""maxHP"": 70000, ""maxMP"": 300, ""speed"": -50, ""physicalDamage"": 510, ""physicalDefense"": 850, ""magicDamage"": 620, ""magicDefense"": 680, ""accuracy"": 210, ""evasion"": 38, ""exp"": 4100, ""isUndead"": true, ""minimumPushDamage"": 5500, ""elementalAttributes"": ""F3I1L1S1H1P1"", ""summonType"": 1, ""revivesMonsterId"": [], ""linksToOtherMob"": 8170000, ""isBoss"": true, ""isAutoAggro"": true}"
9300087,The Charging Taurospear,75,350,18000,220,130,30,35,,1,,,,,,50,5,,https://maplestory.io/api/GMS/83/mob/9300087,"{""isBodyAttack"": true, ""level"": 75, ""maxHP"": 18000, ""maxMP"": 220, ""speed"": 35, ""physicalDamage"": 300, ""physicalDefense"": 550, ""magicDamage"": 390, ""magicDefense"": 400, ""accuracy"": 130, ""evasion"": 30, ""exp"": 350, ""isUndead"": false, ""minimumPushDamage"": 1500, ""hpRecovery"": 50, ""mpRecovery"": 5, ""elementalAttributes"": ""S1F2L2"", ""summonType"": 1, ""revivesMonsterId"": [], ""linksToOtherMob"": 7130101}"
9300088,Dark Lord's Disciple,80,2400,120000,510,180,32,10,,1,,,,,,100,20,,https://maplestory.io/api/GMS/83/mob/9300088,"{""isBodyAttack"": true, ""level"": 80, ""maxHP"": 120000, ""maxMP"": 510, ""speed"": 10, ""physicalDamage"": 260, ""physicalDefense"": 260, ""magicDamage"": 0, ""magicDefense"": 220, ""accuracy"": 180, ""evasion"": 32, ""exp"": 2400, ""isUndead"": false, ""minimumPushDamage"": 1500, ""hpRecovery"": 100, ""mpRecovery"": 20, ""summonType"": 1, ""revivesMonsterId"": [], ""linksToOtherMob"": 9001003, ""isBoss"": true}"
9300089,Phoenix,120,13500,1350000,1500,200,39,,,0,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300089,"{""isBodyAttack"": true, ""level"": 120, ""maxHP"": 1350000, ""maxMP"": 1500, ""flySpeed"": 10, ""physicalDamage"": 430, ""physicalDefense"": 780, ""magicDamage"": 480, ""magicDefense"": 850, ""accuracy"": 200, ""evasion"": 39, ""exp"": 13500, ""isUndead"": false, ""minimumPushDamage"": 5000, ""elementalAttributes"": ""F2I3"", ""summonType"": 0, ""revivesMonsterId"": [], ""isBoss"": true, ""isAutoAggro"": true}"
9300090,Freezer,120,13500,1350000,1500,200,39,,,0,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300090,"{""isBodyAttack"": true, ""level"": 120, ""maxHP"": 1350000, ""maxMP"": 1500, ""flySpeed"": 10, ""physicalDamage"": 430, ""physicalDefense"": 780, ""magicDamage"": 480, ""magicDefense"": 850, ""accuracy"": 200, ""evasion"": 39, ""exp"": 13500, ""isUndead"": false, ""minimumPushDamage"": 5000, ""elementalAttributes"": ""F3I2"", ""summonType"": 0, ""revivesMonsterId"": [], ""isBoss"": true, ""isAutoAggro"": true}"
9300091,Buff Rocky in the Dark,200,0,9999999,0,999,999,-60,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300091,"{""isBodyAttack"": true, ""level"": 200, ""maxHP"": 9999999, ""maxMP"": 0, ""speed"": -60, ""physicalDamage"": 1999, ""physicalDefense"": 1999, ""magicDamage"": 0, ""magicDefense"": 1999, ""accuracy"": 999, ""evasion"": 999, ""exp"": 0, ""isUndead"": false, ""minimumPushDamage"": 99999, ""elementalAttributes"": ""I2F2L2H2S2"", ""summonType"": 1, ""revivesMonsterId"": [], ""linksToOtherMob"": 9300021, ""isInvincible"": true}"
9300092,Jr. Balrog in Forgotten Shrine,80,2000,50000,500,150,30,-20,,0,,,,,,100,5,,https://maplestory.io/api/GMS/83/mob/9300092,"{""isBodyAttack"": true, ""level"": 80, ""maxHP"": 50000, ""maxMP"": 500, ""speed"": -20, ""physicalDamage"": 450, ""physicalDefense"": 420, ""magicDamage"": 605, ""magicDefense"": 450, ""accuracy"": 150, ""evasion"": 30, ""exp"": 2000, ""isUndead"": false, ""minimumPushDamage"": 3000, ""hpRecovery"": 100, ""mpRecovery"": 5, ""elementalAttributes"": ""S1H3"", ""summonType"": 0, ""revivesMonsterId"": [], ""linksToOtherMob"": 8130100, ""isBoss"": true}"
9300093,Tylus,30,0,100000,200,0,0,5,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300093,"{""level"": 30, ""maxHP"": 100000, ""maxMP"": 200, ""speed"": 5, ""physicalDamage"": 0, ""physicalDefense"": 0, ""magicDamage"": 0, ""magicDefense"": 0, ""accuracy"": 0, ""evasion"": 0, ""exp"": 0, ""isUndead"": false, ""minimumPushDamage"": 0, ""summonType"": 1, ""revivesMonsterId"": []}"
9300094,Crimson Balrog the Kidnapper,100,3500,50000,500,180,40,,,0,,,,,,200,5,,https://maplestory.io/api/GMS/83/mob/9300094,"{""isBodyAttack"": true, ""level"": 100, ""maxHP"": 50000, ""maxMP"": 500, ""flySpeed"": 10, ""physicalDamage"": 400, ""physicalDefense"": 600, ""magicDamage"": 500, ""magicDefense"": 600, ""accuracy"": 180, ""evasion"": 40, ""exp"": 3500, ""isUndead"": false, ""minimumPushDamage"": 5000, ""hpRecovery"": 200, ""mpRecovery"": 5, ""elementalAttributes"": ""S1H3"", ""summonType"": 0, ""revivesMonsterId"": [], ""linksToOtherMob"": 8150000, ""isBoss"": true}"
9300095,Lycanthrope the Kidnapper,80,850,19000,300,140,28,-30,,1,,,,,,150,5,,https://maplestory.io/api/GMS/83/mob/9300095,"{""isBodyAttack"": true, ""level"": 80, ""maxHP"": 19000, ""maxMP"": 300, ""speed"": -30, ""physicalDamage"": 250, ""physicalDefense"": 450, ""magicDamage"": 310, ""magicDefense"": 420, ""accuracy"": 140, ""evasion"": 28, ""exp"": 850, ""isUndead"": false, ""minimumPushDamage"": 5000, ""hpRecovery"": 150, ""mpRecovery"": 5, ""elementalAttributes"": ""I2F3"", ""summonType"": 1, ""revivesMonsterId"": [], ""linksToOtherMob"": 8140000}"
9300096,Black Kentaurus,88,1600,37000,200,170,28,-20,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300096,"{""isBodyAttack"": true, ""level"": 88, ""maxHP"": 37000, ""maxMP"": 200, ""speed"": -20, ""physicalDamage"": 390, ""physicalDefense"": 800, ""magicDamage"": 430, ""magicDefense"": 495, ""accuracy"": 170, ""evasion"": 28, ""exp"": 1600, ""isUndead"": false, ""minimumPushDamage"": 3000, ""summonType"": 1, ""revivesMonsterId"": [], ""linksToOtherMob"": 8140101}"
9300097,Goby in Warped Dimension,85,1400,17000,150,160,29,,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300097,"{""isBodyAttack"": true, ""level"": 85, ""maxHP"": 17000, ""maxMP"": 150, ""flySpeed"": 0, ""physicalDamage"": 370, ""physicalDefense"": 645, ""magicDamage"": 0, ""magicDefense"": 430, ""accuracy"": 160, ""evasion"": 29, ""exp"": 1400, ""isUndead"": false, ""minimumPushDamage"": 500, ""elementalAttributes"": ""F2"", ""summonType"": 1, ""revivesMonsterId"": [], ""linksToOtherMob"": 7130020, ""isAutoAggro"": true}"
9300098,Bone Fish in Warped Dimension,92,2000,42500,190,197,38,-30,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300098,"{""isBodyAttack"": true, ""level"": 92, ""maxHP"": 42500, ""maxMP"": 190, ""speed"": -30, ""physicalDamage"": 420, ""physicalDefense"": 840, ""magicDamage"": 460, ""magicDefense"": 540, ""accuracy"": 197, ""evasion"": 38, ""exp"": 2000, ""isUndead"": true, ""minimumPushDamage"": 4200, ""elementalAttributes"": ""F2H3"", ""summonType"": 1, ""revivesMonsterId"": [], ""linksToOtherMob"": 8140600}"
9300099,Shark in Warped Dimension,100,3000,56000,230,205,38,-40,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300099,"{""isBodyAttack"": true, ""level"": 100, ""maxHP"": 56000, ""maxMP"": 230, ""speed"": -40, ""physicalDamage"": 490, ""physicalDefense"": 850, ""magicDamage"": 530, ""magicDefense"": 570, ""accuracy"": 205, ""evasion"": 38, ""exp"": 3000, ""isUndead"": false, ""minimumPushDamage"": 5500, ""elementalAttributes"": ""F2"", ""summonType"": 1, ""revivesMonsterId"": [], ""linksToOtherMob"": 8150100}"
9300100,The Elemental Thanatos,108,4100,70000,300,210,38,-50,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300100,"{""isBodyAttack"": true, ""level"": 108, ""maxHP"": 70000, ""maxMP"": 300, ""speed"": -50, ""physicalDamage"": 510, ""physicalDefense"": 850, ""magicDamage"": 620, ""magicDefense"": 680, ""accuracy"": 210, ""evasion"": 38, ""exp"": 4100, ""isUndead"": true, ""minimumPushDamage"": 5500, ""elementalAttributes"": ""I3F1L1S1H1P1"", ""summonType"": 1, ""revivesMonsterId"": [], ""linksToOtherMob"": 8170000, ""isBoss"": true, ""isAutoAggro"": true}"
9300101,Tamable Hog,70,0,200,50,0,999,0,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300101,"{""level"": 70, ""maxHP"": 200, ""maxMP"": 50, ""speed"": 0, ""physicalDamage"": 0, ""physicalDefense"": 1999, ""magicDamage"": 0, ""magicDefense"": 1999, ""accuracy"": 0, ""evasion"": 999, ""exp"": 0, ""isUndead"": false, ""minimumPushDamage"": 5000, ""summonType"": 1, ""revivesMonsterId"": [], ""removeAfterTime"": 1200}"
9300102,Watchhog,70,0,24000,50,0,0,30,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300102,"{""level"": 70, ""maxHP"": 24000, ""maxMP"": 50, ""speed"": 30, ""physicalDamage"": 0, ""physicalDefense"": 0, ""magicDamage"": 0, ""magicDefense"": 0, ""accuracy"": 0, ""evasion"": 0, ""exp"": 0, ""isUndead"": false, ""minimumPushDamage"": 0, ""summonType"": 1, ""revivesMonsterId"": []}"
9300103,Barnard Gray,70,0,4500,130,170,18,-10,,1,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300103,"{""isBodyAttack"": true, ""level"": 70, ""maxHP"": 4500, ""maxMP"": 130, ""speed"": -10, ""physicalDamage"": 200, ""physicalDefense"": 200, ""magicDamage"": 220, ""magicDefense"": 200, ""accuracy"": 170, ""evasion"": 18, ""exp"": 0, ""isUndead"": false, ""minimumPushDamage"": 0, ""summonType"": 1, ""revivesMonsterId"": [], ""hideName"": true}"
9300104,Zeta Gray,70,0,4500,130,170,18,,,0,,,,,,,,,https://maplestory.io/api/GMS/83/mob/9300104,"{""isBodyAttack"": true, ""level"": 70, ""maxHP"": 4500, ""maxMP"": 130, ""flySpeed"": -10, ""physicalDamage"": 200, ""physicalDefense"": 200, ""magicDamage"": 220, ""magicDefense"": 200, ""accuracy"": 170, ""evasion"": 18, ""exp"": 0, ""isUndead"": false, ""summonType"": 0, ""revivesMonsterId"": [], ""hideName"": true}"
9300105,Angry Lord Pirate,63,8800,480000,400,160,22,-40,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300105,"{""isBodyAttack"": true, ""level"": 63, ""maxHP"": 480000, ""maxMP"": 400, ""speed"": -40, ""physicalDamage"": 270, ""physicalDefense"": 690, ""magicDamage"": 330, ""magicDefense"": 475, ""accuracy"": 160, ""evasion"": 22, ""exp"": 8800, ""isUndead"": false, ""minimumPushDamage"": 5000, ""elementalAttributes"": ""I2F2L2H2S2"", ""summonType"": 1, ""hpTagColor"": 3, ""hpTagBackgroundColor"": 5, ""revivesMonsterId"": [], ""linksToOtherMob"": 9300119, ""isBoss"": true, ""isAutoAggro"": true, ""publicReward"": true}"
9300106,Enraged Lord Pirate,68,12000,540000,500,170,22,-40,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300106,"{""isBodyAttack"": true, ""level"": 68, ""maxHP"": 540000, ""maxMP"": 500, ""speed"": -40, ""physicalDamage"": 290, ""physicalDefense"": 710, ""magicDamage"": 350, ""magicDefense"": 495, ""accuracy"": 170, ""evasion"": 22, ""exp"": 12000, ""isUndead"": false, ""minimumPushDamage"": 5000, ""elementalAttributes"": ""I2F2L2H2S2"", ""summonType"": 1, ""hpTagColor"": 3, ""hpTagBackgroundColor"": 5, ""revivesMonsterId"": [], ""linksToOtherMob"": 9300119, ""isBoss"": true, ""isAutoAggro"": true, ""publicReward"": true}"
9300107,Peeking Lord Pirate,70,4000,300000,300,140,22,-40,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300107,"{""isBodyAttack"": true, ""level"": 70, ""maxHP"": 300000, ""maxMP"": 300, ""speed"": -40, ""physicalDamage"": 250, ""physicalDefense"": 670, ""magicDamage"": 310, ""magicDefense"": 455, ""accuracy"": 140, ""evasion"": 22, ""exp"": 4000, ""isUndead"": false, ""minimumPushDamage"": 5000, ""elementalAttributes"": ""I2F2L2H2S2"", ""summonType"": 1, ""hpTagColor"": 4, ""hpTagBackgroundColor"": 1, ""revivesMonsterId"": [], ""isBoss"": true, ""publicReward"": true, ""removeAfterTime"": 40}"
9300108,Lord Pirate's Jar,56,92,4300,150,135,18,-30,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300108,"{""isBodyAttack"": true, ""level"": 56, ""maxHP"": 4300, ""maxMP"": 150, ""speed"": -30, ""physicalDamage"": 145, ""physicalDefense"": 180, ""magicDamage"": 0, ""magicDefense"": 200, ""accuracy"": 135, ""evasion"": 18, ""exp"": 92, ""isUndead"": false, ""minimumPushDamage"": 1000, ""summonType"": 1, ""revivesMonsterId"": [], ""linksToOtherMob"": 4230505, ""publicReward"": true, ""hideName"": true}"
9300109,Lord Pirate's Ginseng Jar,57,95,4500,160,135,19,-30,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300109,"{""isBodyAttack"": true, ""level"": 57, ""maxHP"": 4500, ""maxMP"": 160, ""speed"": -30, ""physicalDamage"": 150, ""physicalDefense"": 190, ""magicDamage"": 0, ""magicDefense"": 210, ""accuracy"": 135, ""evasion"": 19, ""exp"": 95, ""isUndead"": false, ""minimumPushDamage"": 1000, ""summonType"": 1, ""revivesMonsterId"": [], ""linksToOtherMob"": 4230506, ""publicReward"": true, ""hideName"": true}"
9300110,Lord Pirate's Bellflower,58,98,4700,160,150,18,-20,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300110,"{""isBodyAttack"": true, ""level"": 58, ""maxHP"": 4700, ""maxMP"": 160, ""speed"": -20, ""physicalDamage"": 150, ""physicalDefense"": 180, ""magicDamage"": 0, ""magicDefense"": 230, ""accuracy"": 150, ""evasion"": 18, ""exp"": 98, ""isUndead"": false, ""minimumPushDamage"": 1000, ""summonType"": 1, ""revivesMonsterId"": [], ""linksToOtherMob"": 5120501, ""publicReward"": true, ""hideName"": true}"
9300111,Lord Pirate's Ancient Bellflower,59,100,4900,160,150,20,-40,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300111,"{""isBodyAttack"": true, ""level"": 59, ""maxHP"": 4900, ""maxMP"": 160, ""speed"": -40, ""physicalDamage"": 155, ""physicalDefense"": 180, ""magicDamage"": 0, ""magicDefense"": 235, ""accuracy"": 150, ""evasion"": 20, ""exp"": 100, ""isUndead"": false, ""minimumPushDamage"": 1000, ""summonType"": 1, ""revivesMonsterId"": [], ""linksToOtherMob"": 5120502, ""publicReward"": true, ""hideName"": true}"
9300112,Lord Pirate's 100yrOld Bellflower,59,100,4100,160,150,22,-20,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300112,"{""isBodyAttack"": true, ""level"": 59, ""maxHP"": 4100, ""maxMP"": 160, ""speed"": -20, ""physicalDamage"": 160, ""physicalDefense"": 170, ""magicDamage"": 0, ""magicDefense"": 210, ""accuracy"": 150, ""evasion"": 22, ""exp"": 100, ""isUndead"": false, ""minimumPushDamage"": 1000, ""summonType"": 1, ""revivesMonsterId"": [], ""publicReward"": true, ""hideName"": true}"
9300113,Lord Pirate's 100yrOld Ancient Bellflower,60,104,4300,160,150,24,-40,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300113,"{""isBodyAttack"": true, ""level"": 60, ""maxHP"": 4300, ""maxMP"": 160, ""speed"": -40, ""physicalDamage"": 170, ""physicalDefense"": 180, ""magicDamage"": 0, ""magicDefense"": 215, ""accuracy"": 150, ""evasion"": 24, ""exp"": 104, ""isUndead"": false, ""minimumPushDamage"": 1000, ""summonType"": 1, ""revivesMonsterId"": [], ""publicReward"": true, ""hideName"": true}"
9300114,Lord Pirate's Enraged Mr. Alli,58,68,2700,100,140,18,-30,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300114,"{""isBodyAttack"": true, ""level"": 58, ""maxHP"": 2700, ""maxMP"": 100, ""speed"": -30, ""physicalDamage"": 150, ""physicalDefense"": 190, ""magicDamage"": 180, ""magicDefense"": 230, ""accuracy"": 140, ""evasion"": 18, ""exp"": 68, ""isUndead"": false, ""minimumPushDamage"": 1000, ""elementalAttributes"": ""L2"", ""summonType"": 1, ""revivesMonsterId"": [], ""isAutoAggro"": true, ""publicReward"": true, ""hideName"": true}"
9300115,Lord Pirate's Enraged Kru,59,70,2820,100,130,23,0,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300115,"{""isBodyAttack"": true, ""level"": 59, ""maxHP"": 2820, ""maxMP"": 100, ""speed"": 0, ""physicalDamage"": 155, ""physicalDefense"": 350, ""magicDamage"": 240, ""magicDefense"": 250, ""accuracy"": 130, ""evasion"": 23, ""exp"": 70, ""isUndead"": false, ""minimumPushDamage"": 1000, ""elementalAttributes"": ""L2"", ""summonType"": 1, ""revivesMonsterId"": [], ""isAutoAggro"": true, ""publicReward"": true, ""hideName"": true}"
9300116,Lord Pirate's Enraged Captain,60,72,2940,100,165,22,0,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300116,"{""isBodyAttack"": true, ""level"": 60, ""maxHP"": 2940, ""maxMP"": 100, ""speed"": 0, ""physicalDamage"": 170, ""physicalDefense"": 250, ""magicDamage"": 270, ""magicDefense"": 350, ""accuracy"": 165, ""evasion"": 22, ""exp"": 72, ""isUndead"": false, ""minimumPushDamage"": 600, ""elementalAttributes"": ""L2"", ""summonType"": 1, ""revivesMonsterId"": [], ""isAutoAggro"": true, ""publicReward"": true, ""hideName"": true}"
9300117,Lord Pirate's Devoted Kru,62,313,22800,100,130,24,0,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300117,"{""isBodyAttack"": true, ""level"": 62, ""maxHP"": 22800, ""maxMP"": 100, ""speed"": 0, ""physicalDamage"": 155, ""physicalDefense"": 190, ""magicDamage"": 240, ""magicDefense"": 250, ""accuracy"": 130, ""evasion"": 24, ""exp"": 313, ""isUndead"": false, ""minimumPushDamage"": 1000, ""summonType"": 1, ""revivesMonsterId"": [], ""publicReward"": true, ""removeAfterTime"": 10, ""hideName"": true}"
9300118,Lord Pirate's Devoted Captain,64,378,28200,100,165,26,0,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300118,"{""isBodyAttack"": true, ""level"": 64, ""maxHP"": 28200, ""maxMP"": 100, ""speed"": 0, ""physicalDamage"": 170, ""physicalDefense"": 250, ""magicDamage"": 270, ""magicDefense"": 260, ""accuracy"": 165, ""evasion"": 26, ""exp"": 378, ""isUndead"": false, ""minimumPushDamage"": 1000, ""summonType"": 1, ""revivesMonsterId"": [], ""publicReward"": true, ""removeAfterTime"": 10, ""hideName"": true}"
9300119,Lord Pirate,60,7200,420000,300,140,22,-40,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300119,"{""isBodyAttack"": true, ""level"": 60, ""maxHP"": 420000, ""maxMP"": 300, ""speed"": -40, ""physicalDamage"": 250, ""physicalDefense"": 670, ""magicDamage"": 310, ""magicDefense"": 455, ""accuracy"": 140, ""evasion"": 22, ""exp"": 7200, ""isUndead"": false, ""minimumPushDamage"": 5000, ""elementalAttributes"": ""I2F2L2H2S2"", ""summonType"": 1, ""hpTagColor"": 3, ""hpTagBackgroundColor"": 5, ""revivesMonsterId"": [], ""isBoss"": true, ""isAutoAggro"": true, ""publicReward"": true}"
9300120,Lord Pirate's Furious Mr. Alli,59,180,8820,100,140,23,-30,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300120,"{""isBodyAttack"": true, ""level"": 59, ""maxHP"": 8820, ""maxMP"": 100, ""speed"": -30, ""physicalDamage"": 160, ""physicalDefense"": 190, ""magicDamage"": 180, ""magicDefense"": 230, ""accuracy"": 140, ""evasion"": 23, ""exp"": 180, ""isUndead"": false, ""minimumPushDamage"": 1000, ""summonType"": 1, ""revivesMonsterId"": [], ""isAutoAggro"": true, ""publicReward"": true, ""hideName"": true}"
9300121,Lord Pirate's Furious Kru,60,187,9360,100,130,24,0,,1,,,,,,,,TRUE,https://maplestory.io/api/GMS/83/mob/9300121,"{""isBodyAttack"": true, ""level"": 60, ""maxHP"": 9360, ""maxMP"": 100, ""speed"": 0, ""physicalDamage"": 170, ""physicalDefense"": 380, ""magicDamage"": 240, ""magicDefense"": 250, ""accuracy"": 130, ""evasion"": 24, ""exp"": 187, ""isUndead"": false, ""minimumPushDamage"": 1000, ""summonType"": 1, ""revivesMonsterId"": [], ""isAutoAggro"": true, ""publicReward"": true, ""hideName"": true}"
